sid,date,type,ticker,headline,summary,feed_type,publisher,tag,version,link,imageUrl,risk,3mAvgVol,4wpct,52wHigh,52wLow,52wpct,beta,bps,divYield,eps,inddy,indpb,indpe,marketCap,mrktCapRank,pb,pe,roe,nShareholders,lastPrice,ttmPe,marketCapLabel,12mVol,mrktCapf,apef,pbr,etfLiq,etfLiqLabel,security_type,sector,name,exchange,description,isin,tradable,gic_sector,gic_industrygroup,gic_industry,gic_subindustry,gic_short,financial_year_1_year,financial_year_1_revenue,financial_year_1_profit,financial_statement_1_displayPeriod,financial_statement_1_endDate,financial_statement_1_reporting,financial_statement_1_incTrev,financial_statement_1_incCrev,financial_statement_1_incGpro,financial_statement_1_incOpc,financial_statement_1_incRaw,financial_statement_1_incPfc,financial_statement_1_incEpc,financial_statement_1_incSga,financial_statement_1_incOpe,financial_statement_1_incEbi,financial_statement_1_incDep,financial_statement_1_incPbi,financial_statement_1_incIoi,financial_statement_1_incPbt,financial_statement_1_incToi,financial_statement_1_incNinc,financial_statement_1_incEps,financial_statement_1_incDps,financial_statement_1_incPyr,share_holding_1_title,share_holding_1_message,share_holding_1_description,share_holding_1_mood,key_ratio_ttmPe,key_ratio_pbr,key_ratio_divYield,key_ratio_indpe,key_ratio_indpb,key_ratio_inddy,holding_1_date,dividend_1_description,dividend_1_dividend,dividend_1_exDate,dividend_1_type,dividend_1_title,dividend_1_subType,peer_1_name,peer_1_ticker,peer_1_sector,peer_1_ttmPe,peer_1_marketCap,peer_1_pbr,peer_2_name,peer_2_ticker,peer_2_sector,peer_2_ttmPe,peer_2_marketCap,peer_2_pbr,peer_3_name,peer_3_ticker,peer_3_sector,peer_3_ttmPe,peer_3_marketCap,peer_3_pbr,peer_4_name,peer_4_ticker,peer_4_sector,peer_4_ttmPe,peer_4_marketCap,peer_4_pbr,peer_5_name,peer_5_ticker,peer_5_sector,peer_5_ttmPe,peer_5_marketCap,peer_5_pbr,commentary_1_title,commentary_1_message,commentary_1_description,commentary_1_mood,commentary_1_tag,recent_price_change_pct,recent_avg_volume,recent_avg_volatility,ma_15,ma_30,vwap,ma_200,annual_volatility,pct_above_52_week_low,pct_below_52_week_high,rsi,macd,macd_signal,bollinger_upper,bollinger_middle,bollinger_lower,atr,next_day_return,days_from_last,processing_date,predicted_next_day_return,valuation_score,growth_score,momentum_score,peer_analysis_score,sector_score,market_sentiment_score,headline_score,agreement_score
UNI,2024-11-13 13:20:06.297000,event,UNISHIRE,Result,"Unishire Urban Infra Ltd - 537582 - Un-Audited Financial Result For The Half Year Ended September 30, 2024",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Real Estate Development,Unishire Urban Infra Ltd,BSE,0,INE210P01015,False,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Development,Unknown,2023.0,1.32,-0.3199999999999996,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 9.07%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,,0.40520756143667297,,63.62420877516228,4.28527739954431,0.7014562592237624,2022-03-31T00:00:00.000Z,,,,,,,Unishire Urban Infra Ltd,UNISHIRE,Real Estate Development,,85.74192,0.40520756143667297,Kesar India Ltd,KESAR,Real Estate Development,1068.7503949367092,25329.38436,84.4312812,Last Mile Enterprises Ltd,LASTMILE,Real Estate Development,176.28984107246438,12163.999034,11.43985614031788,Hampton Sky Realty Ltd,HAMPTON,Real Estate Development,27.7615329669903,7148.594739,3.448596043706883,Modi's Navnirman Ltd,MODIS,Real Estate Development,,5150.805759999998,6.025743752924662,,,,,,-5.07042253521126,0,0,3.4579999999999997,3.4894444444444437,0,3.170999999999999,0.7950319761341921,87.22222222222223,45.557350565428116,37.20046025313921,-0.050603928989444664,-0.05174689934079468,3.6928505845512505,3.4824999999999986,3.2721494154487476,0.1807142857142857,1.2461059190031163,4,2024-11-17,-0.03432806581258774,0.0,0.0,0.0,-5.21,6.0,0.0,0.0,7.0
REMI,2024-11-23 12:42:58.047000,event,WELSPLSOL,Company Update,Welspun Specialty Solutions Ltd - 500365 - Announcement under Regulation 30 (LODR)-Resignation of Director,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Iron & Steel,Welspun Specialty Solutions Ltd,BSE,"Welspun Specialty Solns is engaged in the manufacture of steel & steel products, such as seamless tubes & rolled products. The Company is diversified into a multi-product group involved in the manufacture of alloy steel, stainless steel and pipes.",INE731F01037,False,Materials,Materials,Metals & Mining,Steel,Unknown,2023.0,432.58999999999986,-13.740000000000114,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,53.89811380081468,20.12678558306935,,29.99412336885015,3.402737445251306,1.3621327453551986,2023-06-30T00:00:00.000Z,,,,,,,Welspun Specialty Solutions Ltd,WELSPLSOL,Iron & Steel,53.89811380081468,22491.68288908,20.12678558306935,JSW Steel Ltd,JSWSTEEL,Iron & Steel,47.290587285126044,2363583.5525106,2.961438821869645,Tata Steel Ltd,TATASTEEL,Iron & Steel,61.833463459143886,1804244.8136207296,1.9519542681745992,Jindal Steel And Power Ltd,JINDALSTEL,Iron & Steel,17.770475508750692,900028.3812819001,2.011207393148256,Bharat Forge Ltd,BHARATFORG,Iron & Steel,65.1682478829047,617091.1728528001,8.612204815322716,,,,,,-5.783456624075316,0,0,44.73800000000001,44.551111111111105,0,43.03715000000001,0.4461910368500743,33.76830044557606,27.195565563831625,49.86858114094093,-0.8795576423255085,-0.7158305635720944,47.45582369848477,44.3045,41.15317630151525,2.4214285714285717,-1.4050964515360882,2,2024-11-25,-0.03433353826403618,0.0,4.0,6.0,-8.2,6.0,6.0,0.0,7.0
SINT,2023-03-20 03:55:34,news,SPTL,"Stocks that will see action on March 20, 2023","Stocks to keep an eye out for: Tata Consumer, Info Edge, SJVN, Sintex Plastics, Cochin Shipyard, Welspun Corp, Automotive Stampings, Seamec, Bliss GVS, RVNL, Navin Fluorine, Havells India, SKF, Godawari Power, Ashiana Housing, Eiko Lifesciences",news-article,The Hindu Businessline,,1.0,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-march-20-2023/article66638412.ece,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/3yswpz/article66630921.ece/alternates/LANDSCAPE_1200/PO19_Monitoring_stock.jpg,4.8639579790174805,1446303.0,,1.45,0.75,-18.46153846153846,1.5455756641706395,0.9746109202298944,,-8.88,1.3621327453551986,3.402737445251306,29.99412336885015,60.43437312,3367.0,0.9747479535483872,-0.10703927226354942,-96.79327171737614,316486.0,1.06,-0.10882605499432772,Smallcap,67.71537506013401,60.43437312,-0.10703927226354942,0.9747479535483872,,Low,stock,Plastic Products,Sintex Plastics Technology Ltd,NSE,"The Company operates through two divisions - moulding solutions & building products. Moulding solutions is engaged in moulding and post moulding operations. Building product manufactures water storage tanks, prefab and construction for mass housing.",INE501W01021,True,Materials,Materials,Chemicals,Commodity Chemicals,Materials,2022.0,946.52,-430.43,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-0.10882605499432772,0.9747479535483872,,29.99412336885015,3.402737445251306,1.3621327453551986,2022-09-30T00:00:00.000Z,,,,,,,Sintex Plastics Technology Ltd,SPTL,Plastic Products,-0.10882605499432772,604.3437312000002,0.9747479535483872,Supreme Industries Ltd,SUPREMEIND,Plastic Products,53.31481768744953,581643.3350429999,11.385059495872829,Time Technoplast Ltd,TIMETECHNO,Plastic Products,26.77376417479675,96819.2860089,3.700646949443485,Xpro India Ltd,XPROINDIA,Plastic Products,67.1526230855991,31615.454948699997,5.640379459912224,Nilkamal Ltd,NILKAMAL,Plastic Products,24.454281391603303,28278.93100125,2.00436120983861,,,,,,0.0,0,0,0.90875,0.90875,0,1.2027927927927926,0.8273177524132246,9.999999999999996,43.225806451612904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1666666666666705,449,2024-06-11,-0.03433595970273018,0.0,6.0,6.0,0.0,6.0,6.0,0.0,7.0
TUN,2024-11-15 10:52:10.420000,event,TUNITEX,Company Update,TUNI TEXTILE MILLS LTD. - 531411 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Textiles,Tuni Textile Mills Ltd,BSE,Tuni Textile Mills is engaged in manufacturing grey fabrics.,INE560D01027,False,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Textiles,Unknown,2023.0,43.56,0.2600000000000037,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,50.80094444444341,1.7098298429319376,,38.492444685201775,6.701577455511337,0.7324601165392537,2023-03-31T00:00:00.000Z,,,,,,,Tuni Textile Mills Ltd,TUNITEX,Textiles,50.80094444444341,228.60425,1.7098298429319376,Vedant Fashions Ltd,MANYAVAR,Textiles,85.19246509739872,343223.4033844,21.426286824506207,KPR Mill Ltd,KPRMILL,Textiles,39.9940717570274,323544.0417,7.423748670905392,Aditya Birla Real Estate Ltd,ABREL,Textiles,317.0125566478585,309055.54147600004,7.547696814809386,Swan Energy Ltd,SWANENERGY,Textiles,57.83177085120351,191960.9969864,2.3923473819211463,,,,,,-4.9723756906077385,0,0,1.855333333333333,1.8288888888888892,0,1.8588,0.6108664401394059,15.436241610738255,33.846153846153854,52.56402178315855,-0.0036713235961094437,0.014095025768349256,2.0334856003054034,1.8215000000000003,1.6095143996945975,0.17428571428571432,0.0,10,2024-11-25,-0.0343380905687809,0.0,4.0,6.0,0.0,6.0,6.0,0.0,7.0
SYL,2024-11-15 10:06:20.050000,event,SYLPH,Company Update,SYLPH TECHNOLOGIES LTD. - 511447 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,IT Services & Consulting,Sylph Technologies Ltd,BSE,"Sylph Technologies is a software technology company. It's segments include Information Technology, Information Technology-Education, Newspaper & Publishing, Solar Energy and Textile Manufacturing",INE706F01021,False,Information Technology,Software & Services,Software,IT Consulting & Other Services,Unknown,2023.0,5.46,0.7699999999999995,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-15.854514832535882,0.42509218729955106,,36.44294443486807,9.61436129854863,1.6083992828046891,2023-12-31T00:00:00.000Z,,,,,,,Sylph Technologies Ltd,SYLPH,IT Services & Consulting,-15.854514832535882,331.3593600000001,0.42509218729955106,Tata Consultancy Services Ltd,TCS,IT Services & Consulting,33.04218940602201,15675545.076110901,17.165699444924826,Infosys Ltd,INFY,IT Services & Consulting,29.57919621783925,7971297.5887455,9.011086906936956,HCL Technologies Ltd,HCLTECH,IT Services & Consulting,30.410228669606905,5117433.2805214515,7.495764351659488,Wipro Ltd,WIPRO,IT Services & Consulting,25.946425923104034,3046317.9747797996,4.079871931080397,,,,,,11.627906976744184,0,0,0.966,0.9450000000000004,0,2.3466000000000005,0.5443816335032499,19.99999999999999,80.990099009901,63.12075309537237,-0.019024103606487208,-0.016323124224211106,1.0949497263786645,0.9365,0.7780502736213352,0.08142857142857142,-4.807692307692311,10,2024-11-25,-0.034343618899583817,0.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0
SHAR,2024-11-19 11:17:04.900000,event,SHARPINV,Company Update,Sharp Investments Ltd - 538212 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Finance,Sharp Investments Ltd,BSE,,INE909D01026,False,,Diversified Financials,,Consumer Finance,Unknown,2023.0,0.11,0.0,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,0.0,0.0,,5.11134639636847,0.15858414808907728,20.756813623045932,2023-06-30T00:00:00.000Z,,,,,,,Sharp Investments Ltd,SHARPINV,Finance,0.0,,0.0,RRP Semiconductor Ltd,RRP,Finance,44.28565393258429,1576.5692800000004,-20.238373299101404,Swati Projects Ltd,SWATIPRO,Finance,134.1119318181818,1180.185,9.329525691699605,RKD Agri & Retail Ltd,RKDAGRRTL,Finance,-5.903118231573807e+17,552.975,14.551973684210525,Smart Finsec Ltd,SMARTFIN,Finance,29.226415094339647,464.7,3.2026188835286007,,,,,,0.0,0,0,0.7973333333333333,0.7827777777777779,0,0.7877500000000001,0.5064431276698832,54.90196078431373,15.053763440860214,64.34173456179093,0.012655316181341192,0.013525330020508371,0.8601722930938248,0.7765,0.6928277069061751,0.04499999999999995,-2.500000000000002,6,2024-11-25,-0.03436179831624031,0.0,3.0,0.0,0.0,0.0,8.0,0.0,7.0
SETU,2021-11-13 04:00:00,news,SETUINFRA,Setubandhan Infrastructure reports consolidated net loss of Rs 1.97 crore in the September 2021 quarter,Sales decline 7.93% to Rs 6.73 crore,news-article,Business Standard,,1.0,https://www.business-standard.com/article/news-cm/setubandhan-infrastructure-reports-consolidated-net-loss-of-rs-1-97-crore-in-the-september-2021-quarter-121111300347_1.html,https://assets.tickertape.in/images/news-publishers/businessstandard.png,5.483002877628648,65497.0625,6.024096385542173,1.16,0.55,28.571428571428584,2.3117985362993703,3.9418114159123463,,0.007956833858046608,0.5524464785565466,6.8833929984353865,48.62175839305687,11.3110434,4382.0,0.22832142511102144,113.11043400000193,0.2020202020201986,22317.0,0.9,141.38804250001215,Smallcap,76.68982058249794,11.3110434,113.11043400000193,0.22832142511102144,1708.4973524634884,Low,stock,Construction & Engineering,Setubandhan Infrastructure Ltd,NSE,Setubandhan Infrastructure is a construction company,INE023M01027,True,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Industrials,2020.0,156.13,-43.990000000000016,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,141.38804250001215,0.22832142511102144,,48.62175839305687,6.8833929984353865,0.5524464785565466,,Interim 1|0.05,0.05,2016-10-07T00:00:00.000Z,cashDividend,Cash Dividend,Interim 1,Setubandhan Infrastructure Ltd,SETUINFRA,Construction & Engineering,141.38804250001215,113.11043400000001,0.22832142511102144,Larsen and Toubro Ltd,LT,Construction & Engineering,37.60730112318104,5086195.6796745015,4.9597391933571515,GMR Airports Ltd,GMRINFRA,Construction & Engineering,-100.38929697763113,863829.82263312,-101.47661379991048,IRB Infrastructure Developers Ltd,IRB,Construction & Engineering,51.231624306164214,315658.52999999997,2.2966153758846257,KEC International Ltd,KEC,Construction & Engineering,64.59427195749646,272335.91000000003,6.649312937959325,,,,,,-8.999999999999996,0,0,0.9526666666666668,0.942941176470588,0,0.8395121951219514,0.5975999823031385,44.44444444444446,20.869565217391298,56.72727272727274,0.0274062428806241,,1.0570488621488987,0.938,0.8189511378511014,0.06642857142857145,-2.2988505747126458,1107,2024-11-24,-0.03436208516359329,0.0,6.0,0.0,0.0,6.0,0.0,0.0,7.0
SUNR,2024-11-13 09:33:56.950000,event,SUNRETAIL,Board Meeting,"Sun Retail Ltd - 542025 - Board Meeting Outcome for Standalone Unaudited Financial Results For The Half Year Ended 30Th September, 2024",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Agro Products,Sun Retail Ltd,BSE,"Sun Retail Ltd is engaged in the business of trading into refined and filtered edible oils. The Company's products include cottonseed oil, groundnut oil and sunflower oil.",INE206Z01020,False,Consumer Staples,Consumer Staples Distribution & Retail,Food Products,Food Distributors,Unknown,2023.0,15.12,-1.2500000000000016,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,,0.7254363084395872,,51.9971706768611,10.327331006026508,1.4490763820511403,2022-03-31T00:00:00.000Z,,,,,,,Sun Retail Ltd,SUNRETAIL,Agro Products,,119.47936,0.7254363084395872,Godrej Agrovet Ltd,GODREJAGRO,Agro Products,35.887146619683655,142263.82662975,4.8701808426134505,Gujarat Ambuja Exports Ltd,GAEL,Agro Products,16.807391893208777,56847.64160040001,2.0493095360978235,Sanstar Ltd,SANSTAR,Agro Products,,21125.75346,8.325092000315259,Fratelli Vineyards Ltd,FRATELLI,Agro Products,-4192.732523896808,12158.924319299998,45.318391052180395,,,,,,5.555555555555562,0,0,0.7500000000000001,0.7488888888888892,0,0.8097500000000001,0.5411314977974622,31.0344827586207,39.68253968253968,56.78032786885246,-0.009472260743159877,-0.009525582822306908,0.7911165834494919,0.7515000000000001,0.7118834165505082,0.029285714285714314,-3.750000000000003,12,2024-11-25,-0.034362100064754486,0.0,0.0,6.0,0.0,6.0,7.0,0.0,7.0
SHALP,2024-11-16 11:18:11.153000,event,SHALPRO,Company Update,SHALIMAR PRODUCTIONS LTD. - 512499 - Business Update_Launch Of NJOYMAX OTT,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Movies & TV Serials,Shalimar Productions Ltd,BSE,"Shalimar Productions Limited is engaged in the business of media and media products. The Company is principally engaged in the production and distribution of motion picture, video and television program production activities.",INE435E01020,False,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,Unknown,2023.0,2.18,0.06000000000000014,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,131.24377506666664,0.6172546740348814,,-140.55285898013713,14.696355052214804,0.3421755949769081,2023-06-30T00:00:00.000Z,,,,,,,Shalimar Productions Ltd,SHALPRO,Movies & TV Serials,131.24377506666664,629.9701203200002,0.6172546740348814,Network18 Media & Investments Ltd,NETWORK18,Movies & TV Serials,-32.75317010013581,122912.82143478,2.6748555301010652,Tips Music Ltd,TIPSMUSIC,Movies & TV Serials,74.39620434049688,113201.2645245,63.06477132284122,Saregama India Ltd,SAREGAMA,Movies & TV Serials,50.76976954961669,95365.935122,6.476156320039115,Panorama Studios International Ltd,PANORAMA,Movies & TV Serials,40.459325645756394,16446.715875,11.548038109113884,,,,,,1.6949152542372898,0,0,0.6066666666666667,0.6005555555555555,0,0.5917499999999998,0.2552853543608149,22.448979591836732,20.000000000000004,62.26123402501031,0.000474855851734679,0.0028194655048411664,0.6433851155799836,0.5970000000000001,0.5506148844200166,0.01857142857142859,1.6129032258064528,9,2024-11-25,-0.034363579005002975,0.0,6.0,0.0,-6.0,6.0,6.0,0.0,7.0
TATI,2024-11-15 07:30:19.783000,event,TATIAGLOB,Company Update,TATIA GLOBAL VENNTURE LTD. - 521228 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Textiles,Tatia Global Vennture Ltd,BSE,Tatia Global Vennture is engaged in operating textiles and infrastructure related projects.,INE083G01031,False,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Textiles,Unknown,2023.0,4.91,4.4,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,664.9620000000016,1.7518757997741814,,38.492444685201775,6.701577455511337,0.7324601165392537,2023-06-30T00:00:00.000Z,,,,,,,Tatia Global Vennture Ltd,TATIAGLOB,Textiles,664.9620000000016,465.4734,1.7518757997741814,Vedant Fashions Ltd,MANYAVAR,Textiles,85.19246509739872,343223.4033844,21.426286824506207,KPR Mill Ltd,KPRMILL,Textiles,39.9940717570274,323544.0417,7.423748670905392,Aditya Birla Real Estate Ltd,ABREL,Textiles,317.0125566478585,309055.54147600004,7.547696814809386,Swan Energy Ltd,SWANENERGY,Textiles,57.83177085120351,191960.9969864,2.3923473819211463,,,,,,-4.2345276872964135,0,0,3.2526666666666673,3.2266666666666666,0,4.044799999999999,0.5512880496607635,15.29411764705883,59.67078189300411,58.14442852811091,-0.0655546841575192,-0.02196484227622879,3.663362811038924,3.2114999999999982,2.759637188961072,0.18999999999999995,-2.8846153846153944,10,2024-11-25,-0.034364715218544006,0.0,8.0,6.0,0.0,6.0,6.0,0.0,7.0
TIL,2024-11-04 07:59:41.700000,event,TILAK,Insider Trading / SAST,"Tilak Ventures Ltd - 503663 - Disclosures under Reg. 10(7) of SEBI (SAST) Regulations, 2011",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Diversified Financials,Tilak Ventures Ltd,BSE,"Tilak Ventures is engaged in share trading, finance , investments, and commodity trading.",INE026L01022,False,Financials,Financial Services,Diversified Financial Services,Specialized Finance,Unknown,2023.0,9.51,2.359999999999999,,,,,,,,,,,,,,,,,,,,,,,Low Pledged Promoter Holding,Pledged promoter holdings is insignificant,Lower pledged promoter holdings is considered better,Positive,20.58463450054496,1.9407991937572255,,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-09-30T00:00:00.000Z,,,,,,,Tilak Ventures Ltd,TILAK,Diversified Financials,20.58463450054496,1510.91217234,1.9407991937572255,Motilal Oswal Financial Services Ltd,MOTILALOFS,Diversified Financials,16.1101825563414,545313.5693495999,6.2188361081478085,Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,13.463102495141554,503642.547551,1.7586647692349062,Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,Diversified Financials,14.047954366916713,288557.62585540005,1.3042730292930496,Piramal Enterprises Ltd,PEL,Diversified Financials,-14.096495173239115,267276.5967322,1.0064242705127262,,,,,,15.172413793103447,0,0,2.9819999999999993,3.0572222222222223,0,5.224000000000001,0.7343237835388633,19.713261648745515,64.58112407211028,45.05714357166079,-0.17357991941523654,-0.2396495620564473,3.79342593623898,3.1380000000000012,2.4825740637610223,0.2257142857142857,1.2121212121212133,21,2024-11-25,-0.03436605632305145,0.0,0.0,6.0,0.0,6.0,6.0,0.0,7.0
SUZL,2024-11-22 12:22:00,news,SUZLON,Suzlon Energy allots 6.64 lakh equity shares under ESOP,"Suzlon Energy has allotted 6,64,000 equity shares under ESOP on 22 November 2024. Post allotment of these shares, the paid up equity share capital has increased to 1364,73,33,696 equity shares of Rs 2 each. <p><b>Powered by Capital Market - Live</b></p>",news-article,Capital Market - Live,corporate,2.0,,,3.2153496650703532,67589806.296875,-6.857142857142858,86.04,33.9,63.26059050064186,1.47367647784468,2.8798940635871118,,0.5062912581888471,0.5524464785565466,6.8833929984353865,48.62175839305687,86783.394972864,116.0,22.13687054668228,131.4202997999,26.311647690484033,4994345.0,63.59,90.43233988731731,Midcap,45.08309452029246,86783.394972864,131.4202997999,22.13687054668228,0.02030422101983683,High,stock,Renewable Energy Equipment & Services,Suzlon Energy Ltd,NSE,"Suzlon Energy Limited is a provider of renewable energy solutions such as solar irradiance assessment, land acquisition and approvals, infrastructure and power evacuation, supply chain, installation and commission etc. It also produces wind turbines.",INE040H01021,True,Industrials,Capital Goods,Semiconductors & Semiconductor Equipment,Heavy Electrical Equipment,Industrials,2023.0,8710.76,2849.01,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,90.43233988731731,22.13687054668228,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-08-31T00:00:00.000Z,,,,,,,Suzlon Energy Ltd,SUZLON,Renewable Energy Equipment & Services,90.43233988731731,867833.94972864,22.13687054668228,Waaree Energies Ltd,WAAREEENER,Renewable Energy Equipment & Services,53.25031894860586,749162.76219225,18.058685502249006,Sterling and Wilson Renewable Energy Ltd,SWSOLAR,Renewable Energy Equipment & Services,-226.39652839851001,115439.5898304,12.087788591784374,Azad Engineering Ltd,AZAD,Renewable Energy Equipment & Services,145.17206762160038,101417.20644044998,15.722135373523393,Websol Energy System Ltd,WEBELSOLAR,Renewable Energy Equipment & Services,-113.42464731013449,54840.81697445,50.91052448426475,,,,,,15.28707291299752,0,0,63.68,64.57611111111112,0,56.96994999999998,0.4609970429628711,83.82476832350461,22.715466351830003,49.36727881473272,-2.386444055219457,-2.5260948799407807,74.32143267310911,65.017,55.71256732689088,5.0307142857142875,-1.1048863990040585,3,2024-11-25,-0.03436757251620293,0.0,6.0,0.0,0.0,6.0,6.0,0.0,3.0
